candidate_id,rank,score,reasoning
CAND_0055992,21,0.7899,"Competent AI Engineer (16.9 YoE), with matching skills in Information Retrieval, FAISS, RAG and solid backend fundamentals. Good overall behavioral signals."
CAND_0030031,22,0.7889,"Competent AI Engineer (5.7 YoE), who brings relevant experience in Information Retrieval, PyTorch, Python. Good overall behavioral signals."
CAND_0065878,23,0.7724,"Solid candidate working as Senior Data Scientist with 7.8 years in the field, matching key job requirements like RAG, TensorFlow, Vector Search. Good overall behavioral signals."
CAND_0030468,24,0.7653,"Solid candidate working as Senior Applied Scientist with 5.4 years in the field, matching key job requirements like TensorFlow, Ranking Systems, Milvus. Good overall behavioral signals."
CAND_0020350,25,0.7618,"Solid candidate working as AI Engineer with 5.8 years in the field, matching key job requirements like MLOps, NLP, FAISS. Good overall behavioral signals."
CAND_0093912,26,0.7597,"Well-qualified Senior Data Scientist showing 5.3 YoE, who brings relevant experience in Milvus, Embeddings, Vector Search. Good overall behavioral signals."
CAND_0083307,27,0.7566,"Solid candidate working as Search Engineer with 7.8 years in the field, matching key job requirements like Embeddings, Pinecone, Python, note the longer notice period of 120 days."
CAND_0036184,28,0.7367,"Strong Recommendation Systems Engineer with 6.0 years of experience, matching key job requirements like FAISS, MLOps, Embeddings. Good overall behavioral signals."
CAND_0068351,29,0.7328,"Strong Lead AI Engineer with 6.4 years of experience, who brings relevant experience in Python, Ranking Systems, NLP. Good overall behavioral signals."
CAND_0032515,30,0.732,"Strong Machine Learning Engineer with 5.1 years of experience, who brings relevant experience in Milvus, Vector Search, NLP. Good overall behavioral signals."
CAND_0070398,31,0.7299,"Solid candidate working as Machine Learning Engineer with 7.2 years in the field, matching key job requirements like RAG, FAISS, Embeddings, note the longer notice period of 120 days."
CAND_0079387,32,0.7281,"Solid candidate working as AI Engineer with 6.9 years in the field, matching key job requirements like Python, Vector Search. Good overall behavioral signals."
CAND_0093763,33,0.7275,"Strong Senior Software Engineer (ML) with 5.0 years of experience, possessing practical experience in FAISS, Vector Search, PyTorch, note the longer notice period of 90 days."
CAND_0052682,34,0.7249,"Strong NLP Engineer with 6.6 years of experience, who brings relevant experience in FAISS, PyTorch, Python. Good overall behavioral signals."
CAND_0098454,35,0.7245,"Competent AI Specialist (6.6 YoE), with matching skills in Vector Search, MLOps, NLP and solid backend fundamentals. Good overall behavioral signals."
CAND_0024620,36,0.724,"Competent AI Engineer (5.9 YoE), possessing practical experience in Information Retrieval, Python. Good overall behavioral signals."
CAND_0010257,37,0.7208,"Solid candidate working as Senior Data Scientist with 6.5 years in the field, matching key job requirements like Milvus, TensorFlow, Python, note the longer notice period of 120 days."
CAND_0062247,38,0.719,"Solid candidate working as AI Engineer with 7.3 years in the field, matching key job requirements like Pinecone, Vector Search, RAG. Good overall behavioral signals."
CAND_0059795,39,0.7183,"Solid candidate working as Senior Software Engineer (ML) with 5.6 years in the field, with matching skills in Python and solid backend fundamentals. Good overall behavioral signals."
CAND_0044855,40,0.7174,"Well-qualified Senior Data Scientist showing 6.6 YoE, possessing practical experience in Information Retrieval, Pinecone, Vector Search. Good overall behavioral signals."
CAND_0044222,41,0.7135,"Competent AI Engineer (7.7 YoE), possessing practical experience in Vector Search, NLP. Good overall behavioral signals."
CAND_0064326,42,0.7127,"Solid candidate working as Search Engineer with 7.6 years in the field, matching key job requirements like PyTorch, Milvus, RAG. Good overall behavioral signals."
CAND_0010685,43,0.7112,"Solid candidate working as NLP Engineer with 6.7 years in the field, with matching skills in PyTorch, Information Retrieval, RAG and solid backend fundamentals. Good overall behavioral signals."
CAND_0012837,44,0.7101,"Solid candidate working as Junior ML Engineer with 6.4 years in the field, matching key job requirements like Vector Search, MLOps, NLP. Good overall behavioral signals."
CAND_0050454,45,0.7085,"Competent AI Engineer (6.8 YoE), matching key job requirements like PyTorch, FAISS, NLP. Good overall behavioral signals."
CAND_0093193,46,0.7065,"Solid candidate working as Senior Machine Learning Engineer with 7.9 years in the field, with matching skills in Ranking Systems, TensorFlow and solid backend fundamentals. Good overall behavioral signals."
CAND_0077285,47,0.7049,"Competent Recommendation Systems Engineer (5.5 YoE), matching key job requirements like Pinecone, Embeddings, Information Retrieval. Good overall behavioral signals."
CAND_0037980,48,0.7031,"Solid candidate working as Senior Applied Scientist with 9.0 years in the field, matching key job requirements like PyTorch, NLP. Good overall behavioral signals."
CAND_0049538,49,0.7022,"Competent Applied ML Engineer (5.8 YoE), matching key job requirements like Vector Search, Milvus, Embeddings. Good overall behavioral signals."
CAND_0080766,50,0.701,"Solid candidate working as Staff Machine Learning Engineer with 8.8 years in the field, matching key job requirements like MLOps, Python, Milvus. Good overall behavioral signals."
CAND_0058688,51,0.7002,"Alternative profile showing 6.7 YoE as AI Engineer, possessing partial overlap in Embeddings, TensorFlow, Information Retrieval; included as potential pipeline filler."
CAND_0011162,52,0.6942,"Candidate with 5.8 years experience as Recommendation Systems Engineer, mostly showing adjacent skills like FAISS, Vector Search, Milvus; lower title relevance to the specific AI/ML requirements."
CAND_0028793,53,0.6933,"Candidate with 7.2 years experience as Search Engineer, mostly showing adjacent skills like Embeddings, Information Retrieval, PyTorch; moderate fit with some technical gaps for this senior role."
CAND_0012632,54,0.6914,"Candidate with 6.0 years experience as AI Specialist, with limited direct exposure to search/ranking but lists MLOps, Python, Pinecone; moderate fit with some technical gaps for this senior role."
CAND_0047721,55,0.6912,"Alternative profile showing 7.0 YoE as Senior Data Scientist, mostly showing adjacent skills like MLOps, Milvus, RAG; moderate fit with some technical gaps for this senior role."
CAND_0007009,56,0.6897,"Adjacent candidate working as Recommendation Systems Engineer (7.9 YoE), having some background in Python, Embeddings but less specialized; included as potential pipeline filler."
CAND_0005649,57,0.6895,"Senior Data Scientist with 7.4 years of background, having some background in TensorFlow, RAG, Information Retrieval but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0000031,58,0.6876,"Recommendation Systems Engineer with 6.0 years of background, possessing partial overlap in FAISS, Pinecone, MLOps; moderate fit with some technical gaps for this senior role."
CAND_0049896,59,0.6858,"Candidate with 7.3 years experience as Search Engineer, possessing partial overlap in PyTorch, Information Retrieval, NLP; lower title relevance to the specific AI/ML requirements."
CAND_0007567,60,0.6849,"Alternative profile showing 6.1 YoE as AI Specialist, possessing partial overlap in NLP, MLOps, FAISS; moderate fit with some technical gaps for this senior role."
CAND_0081686,61,0.6831,"Candidate with 6.0 years experience as Search Engineer, mostly showing adjacent skills like Embeddings, FAISS, Milvus; moderate fit with some technical gaps for this senior role."
CAND_0041402,62,0.6798,"Candidate with 6.3 years experience as AI Specialist, mostly showing adjacent skills like Information Retrieval, RAG, Vector Search; lower title relevance to the specific AI/ML requirements."
CAND_0017960,63,0.6794,"Adjacent candidate working as Recommendation Systems Engineer (7.7 YoE), having some background in Python, Information Retrieval but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0095619,64,0.6792,"Candidate with 15.6 years experience as NLP Engineer, possessing partial overlap in Pinecone, NLP, Information Retrieval; would require substantial ramp-up time for retrieval systems."
CAND_0027801,65,0.6788,"Candidate with 7.4 years experience as NLP Engineer, mostly showing adjacent skills like FAISS, Milvus, TensorFlow; would require substantial ramp-up time for retrieval systems."
CAND_0061257,66,0.6752,"Alternative profile showing 8.0 YoE as Staff Machine Learning Engineer, mostly showing adjacent skills like Python; moderate fit with some technical gaps for this senior role."
CAND_0065195,67,0.6748,"Search Engineer with 5.1 years of background, with limited direct exposure to search/ranking but lists MLOps; included as potential pipeline filler."
CAND_0006557,68,0.6738,"Adjacent candidate working as NLP Engineer (7.9 YoE), having some background in Vector Search, FAISS, Pinecone but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0036121,69,0.6728,"Candidate with 5.2 years experience as ML Engineer, with limited direct exposure to search/ranking but lists Embeddings, Vector Search, Information Retrieval; moderate fit with some technical gaps for this senior role."
CAND_0070202,70,0.6728,"Candidate with 5.1 years experience as Machine Learning Engineer, mostly showing adjacent skills like Embeddings, PyTorch, RAG; lower title relevance to the specific AI/ML requirements."
CAND_0064256,71,0.6714,"Adjacent candidate working as Junior ML Engineer (6.4 YoE), having some background in PyTorch, MLOps, Python but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0015967,72,0.6711,"Adjacent candidate working as Senior Software Engineer (ML) (5.4 YoE), with limited direct exposure to search/ranking but lists Pinecone, TensorFlow, Embeddings; included as potential pipeline filler."
CAND_0092568,73,0.6702,"Candidate with 5.7 years experience as AI Specialist, possessing partial overlap in Vector Search, Milvus, Python; would require substantial ramp-up time for retrieval systems."
CAND_0029367,74,0.669,"Alternative profile showing 5.7 YoE as Senior Data Scientist, mostly showing adjacent skills like TensorFlow, FAISS, RAG; included as potential pipeline filler."
CAND_0077498,75,0.6688,"Alternative profile showing 5.4 YoE as Senior Software Engineer (ML), possessing partial overlap in Embeddings, Milvus; included as potential pipeline filler."
CAND_0051292,76,0.6669,"Adjacent candidate working as Applied ML Engineer (5.2 YoE), having some background in FAISS, Vector Search, NLP but less specialized; included as potential pipeline filler."
CAND_0073883,77,0.6649,"Candidate with 5.3 years experience as AI Specialist, mostly showing adjacent skills like Vector Search, Python, FAISS; moderate fit with some technical gaps for this senior role."
CAND_0030953,78,0.6613,"Alternative profile showing 7.8 YoE as Search Engineer, possessing partial overlap in MLOps, Python, RAG; included as potential pipeline filler."
CAND_0067866,79,0.6597,"Senior Software Engineer (ML) with 6.4 years of background, possessing partial overlap in Embeddings; lower title relevance to the specific AI/ML requirements."
CAND_0076163,80,0.6547,"Adjacent candidate working as NLP Engineer (6.9 YoE), having some background in PyTorch, Python, MLOps but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0006418,81,0.6528,"Adjacent candidate working as Machine Learning Engineer (5.7 YoE), having some background in Embeddings, TensorFlow but less specialized; included as potential pipeline filler."
CAND_0068811,82,0.651,"Applied ML Engineer with 8.0 years of background, having some background in Vector Search, TensorFlow, Embeddings but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0053591,83,0.6475,"Adjacent candidate working as AI Engineer (5.3 YoE), having some background in Embeddings, Milvus, RAG but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0074735,84,0.646,"Applied ML Engineer with 5.5 years of background, with limited direct exposure to search/ranking but lists RAG, Information Retrieval, Vector Search; included as potential pipeline filler."
CAND_0041669,85,0.6446,"Recommendation Systems Engineer with 8.0 years of background, with limited direct exposure to search/ranking but lists FAISS, Milvus, MLOps; included as potential pipeline filler."
CAND_0082086,86,0.6426,"Senior Software Engineer (ML) with 6.0 years of background, having some background in FAISS, Pinecone, PyTorch but less specialized; lower title relevance to the specific AI/ML requirements."
CAND_0049978,87,0.6422,"Senior Software Engineer (ML) with 6.6 years of background, with limited direct exposure to search/ranking but lists PyTorch, Embeddings; would require substantial ramp-up time for retrieval systems."
CAND_0073314,88,0.6415,"Candidate with 5.2 years experience as Senior Software Engineer (ML), mostly showing adjacent skills like Milvus, PyTorch, MLOps; would require substantial ramp-up time for retrieval systems."
CAND_0024466,89,0.641,"Adjacent candidate working as Search Engineer (5.2 YoE), mostly showing adjacent skills like MLOps, NLP, Pinecone; included as potential pipeline filler."
CAND_0033842,90,0.641,"Alternative profile showing 5.8 YoE as Senior Software Engineer (ML), possessing partial overlap in MLOps, NLP, Pinecone; included as potential pipeline filler."
CAND_0024878,91,0.6409,"Candidate with 5.7 years experience as AI Specialist, mostly showing adjacent skills like NLP, MLOps, Information Retrieval; moderate fit with some technical gaps for this senior role."
CAND_0070514,92,0.6399,"Alternative profile showing 5.5 YoE as AI Specialist, possessing partial overlap in Pinecone, Python, MLOps; would require substantial ramp-up time for retrieval systems."
CAND_0042029,93,0.639,"Alternative profile showing 6.5 YoE as Senior Data Scientist, possessing partial overlap in PyTorch, NLP, RAG; would require substantial ramp-up time for retrieval systems."
CAND_0072660,94,0.6384,"Alternative profile showing 7.1 YoE as Machine Learning Engineer, mostly showing adjacent skills like PyTorch, Information Retrieval, FAISS; moderate fit with some technical gaps for this senior role."
CAND_0016657,95,0.6355,"Alternative profile showing 5.3 YoE as AI Research Engineer, possessing partial overlap in PyTorch, MLOps, TensorFlow; moderate fit with some technical gaps for this senior role."
CAND_0010770,96,0.6347,"Alternative profile showing 15.2 YoE as Recommendation Systems Engineer, mostly showing adjacent skills like TensorFlow, MLOps; included as potential pipeline filler."
CAND_0044883,97,0.6342,"Alternative profile showing 6.3 YoE as AI Engineer, mostly showing adjacent skills like Embeddings, TensorFlow, PyTorch; included as potential pipeline filler."
CAND_0040117,98,0.6335,"Candidate with 6.5 years experience as Recommendation Systems Engineer, with limited direct exposure to search/ranking but lists Embeddings, RAG, FAISS; moderate fit with some technical gaps for this senior role."
CAND_0078508,99,0.6334,"Adjacent candidate working as AI Research Engineer (5.2 YoE), with limited direct exposure to search/ranking but lists Embeddings, NLP; included as potential pipeline filler."
CAND_0093331,100,0.6326,"Adjacent candidate working as NLP Engineer (16.1 YoE), having some background in PyTorch, Embeddings, Milvus but less specialized; included as potential pipeline filler."
